gender,age_range,marital_status,disability,district,father_education,mother_education,household_members,economic_dependency,health_insurance,chronic_disease,academic_program,current_term,enrolled_courses,gpa,failed_course,class_attendance,career_satisfaction,personal_motivation,teacher_motivation,thought_about_dropout,dropout_reason,dropout_thought,transport,commute_time,internet_access,study_space,library_use,academic_tutoring,university_support,housing_type,personal_income,family_income,scholarship,currently_working,work_hours,affects_study,study_hours,university_harassment,demotivation,academic_stress,emotional_support
Masculino,16-20,Casado(a),No,Magdalena del Mar,Secundaria,Secundaria,1-3,Minimamente dependiente,EsSalud,No,Ingeniería de Software,7.0,4-5,13-15,No,4.0,3.0,3.0,5.0,No,Ratione eius ipsum dignissimos rerum ducimus voluptatibus sit blanditiis debitis sequi consectetur nostrum.,No,Público,<30 min,Sí,Sí,5.0,Sí,2.0,Alquilada,500-1000,>4000,No,Sí,10-20,Sí,5-10,No,Sí,,No
Masculino,21-25,Casado(a),No,San Martín de Porres,Técnico,Secundaria,4-5,Minimamente dependiente,EsSalud,No,Ingeniería de Sistemas,3.0,4-5,10-12,No,1.0,3.0,3.0,4.0,No,Sit quia inventore nam ipsum nihil nisi ipsa.,No,Público,<30 min,Sí,Sí,2.0,Sí,4.0,Alquilada,0,>4000,No,Sí,10-20,No,<5,No,No,Sí,No
Femenino,16-20,Soltero(a),No,Santa Anita,Secundaria,Secundaria,6+,Totalmente dependiente,Privado,No,Ingeniería de Software,2.0,4-5,<10,No,3.0,2.0,4.0,4.0,No,Illum iste quibusdam similique similique doloremque rem quaerat dolorem dignissimos exercitationem dolorum repudiandae.,No,Público,,Sí,Sí,1.0,No,4.0,Alquilada,<500,1000-2000,No,Sí,10-20,No,>10,No,No,Sí,No
Masculino,30+,Soltero(a),No,,Técnico,Secundaria,6+,Mayormente dependiente,Ninguno,No,Ingeniería de Sistemas,10.0,4-5,13-15,No,1.0,3.0,4.0,2.0,No,Molestias unde eos autem consectetur dicta excepturi suscipit adipisci est pariatur.,No,Público,<30 min,Sí,Sí,4.0,No,1.0,Alquilada,0,<1000,No,Sí,<10,Sí,5-10,No,Sí,No,No
Femenino,21-25,Soltero(a),No,Villa El Salvador,Secundaria,Secundaria,,Minimamente dependiente,SIS,Sí,Ingeniería de Sistemas,8.0,4-5,10-12,No,5.0,4.0,4.0,3.0,Sí,Laboriosam illum ab accusamus quasi dolor eveniet.,Yes,Público,30-60 min,Sí,Sí,3.0,Sí,5.0,Propia,>1000,2000-4000,No,,<10,Sí,<5,No,No,No,Sí
Masculino,21-25,Soltero(a),No,San Martín de Porres,Postgrado,Secundaria,1-3,,SIS,Sí,Ingeniería de Software,1.0,4-5,10-12,Sí,3.0,2.0,4.0,3.0,Sí,Incidunt sapiente voluptatum impedit possimus mollitia possimus.,Yes,Privado,<30 min,Sí,Sí,3.0,No,4.0,Propia,0,>4000,No,Sí,10-20,Sí,5-10,No,Sí,No,Sí
Femenino,,Soltero(a),No,Lurigancho,Secundaria,Secundaria,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,10.0,4-5,13-15,Sí,4.0,4.0,4.0,4.0,Sí,Cupiditate repudiandae velit laudantium laborum debitis expedita voluptatem explicabo a nulla qui ratione voluptatum.,Yes,Público,<30 min,Sí,Sí,5.0,No,1.0,Alquilada,<500,1000-2000,No,No,10-20,Sí,<5,No,No,No,No
Masculino,26-30,Divorciado(a),No,El Agustino,Primaria,Primaria,1-3,Parcialmente dependiente,SIS,No,Ingeniería de Sistemas,1.0,4-5,13-15,No,3.0,4.0,3.0,4.0,No,Sint cupiditate veritatis ducimus sequi placeat sunt eius.,No,Público,30-60 min,Sí,Sí,5.0,No,1.0,Residencia,0,<1000,No,Sí,<10,No,<5,No,Sí,No,No
Masculino,21-25,Soltero(a),No,Santa Anita,Primaria,Técnico,6+,No dependo económicamente,EsSalud,No,Ingeniería de Software,6.0,4-5,13-15,No,5.0,4.0,3.0,2.0,No,Totam eveniet magni cum odio quia quia doloremque aliquam consequatur dolore.,,Público,>1 h,Sí,No,2.0,No,4.0,Propia,0,<1000,No,No,<10,,<5,No,Sí,No,Sí
Masculino,16-20,Soltero(a),No,Lince,Universitario,Secundaria,4-5,Minimamente dependiente,Privado,No,Ingeniería de Software,2.0,4-5,13-15,No,3.0,3.0,4.0,2.0,No,Mollitia in eveniet consequatur fuga sed minima in.,No,Público,30-60 min,Sí,No,4.0,Sí,4.0,Alquilada,<500,1000-2000,No,Sí,10-20,Sí,<5,No,Sí,No,Sí
Masculino,16-20,Soltero(a),No,Pachacámac,,Primaria,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Software,7.0,4-5,13-15,No,4.0,4.0,5.0,4.0,Sí,Placeat ducimus adipisci consequuntur rem deserunt commodi.,Yes,Público,30-60 min,Sí,Sí,1.0,Sí,4.0,Propia,>1000,1000-2000,No,Sí,10-20,Sí,<5,No,No,Sí,No
Masculino,16-20,Soltero(a),Sí,Miraflores,Secundaria,Secundaria,6+,Parcialmente dependiente,SIS,No,Ingeniería de Software,10.0,4-5,13-15,Sí,3.0,2.0,3.0,3.0,No,Suscipit inventore repellat eum eligendi beatae numquam explicabo atque pariatur laboriosam.,No,Público,30-60 min,Sí,No,1.0,No,2.0,Propia,0,2000-4000,Sí,No,>20,No,5-10,No,Sí,Sí,No
Masculino,21-25,Soltero(a),No,San Bartolo,Primaria,Secundaria,,Mayormente dependiente,EsSalud,No,Ingeniería de Software,1.0,4-5,13-15,Sí,3.0,4.0,2.0,2.0,No,Eius laboriosam temporibus consequatur sed laudantium iste cumque esse.,No,Público,30-60 min,Sí,Sí,1.0,Sí,,Propia,<500,<1000,No,No,<10,Sí,5-10,,No,Sí,No
Femenino,16-20,Divorciado(a),Sí,Lima Cercado,Secundaria,Técnico,1-3,Parcialmente dependiente,Privado,No,Ingeniería de Sistemas,10.0,3,13-15,Sí,4.0,4.0,3.0,3.0,Sí,Rerum vitae fugiat vero nostrum fugiat architecto.,Yes,Público,>1 h,Sí,Sí,1.0,No,4.0,Alojado,500-1000,1000-2000,No,No,<10,No,<5,Sí,No,No,No
,16-20,Soltero(a),No,Ate,Primaria,Secundaria,1-3,Minimamente dependiente,EsSalud,No,Ingeniería de Software,8.0,6 o más,10-12,Sí,5.0,3.0,4.0,3.0,No,Vero dolorem architecto accusamus recusandae cumque dolore ratione consequatur amet.,No,A pie,>1 h,Sí,Sí,4.0,No,2.0,Alquilada,0,<1000,No,No,<10,Sí,>10,No,Sí,Sí,Sí
Masculino,21-25,Soltero(a),No,Puente Piedra,Secundaria,Primaria,1-3,No dependo económicamente,Ninguno,No,Ingeniería de Software,2.0,4-5,13-15,Sí,4.0,4.0,4.0,3.0,Sí,Quibusdam consequuntur laudantium consectetur sapiente sapiente dolorem recusandae doloremque soluta possimus blanditiis ut.,Yes,Público,<30 min,Sí,No,4.0,Sí,5.0,Propia,<500,>4000,No,Sí,<10,No,5-10,No,Sí,Sí,Sí
Femenino,26-30,Soltero(a),No,Lima Cercado,Técnico,Primaria,4-5,Parcialmente dependiente,SIS,No,Ingeniería de Sistemas,8.0,4-5,13-15,No,3.0,1.0,5.0,2.0,Sí,Architecto id beatae deleniti provident tempora error quam quis ab repellat eligendi.,Yes,A pie,<30 min,Sí,No,2.0,No,1.0,Propia,0,1000-2000,No,No,<10,Sí,5-10,No,No,No,No
Masculino,26-30,Otro,No,Jesús María,Técnico,Secundaria,1-3,Totalmente dependiente,SIS,,Ingeniería de Software,4.0,3,10-12,No,3.0,2.0,2.0,3.0,Sí,Provident sint eum eveniet nam esse nesciunt voluptas voluptate autem fugit.,Yes,,<30 min,Sí,Sí,1.0,No,4.0,Propia,<500,,No,No,>20,Sí,<5,Sí,Sí,Sí,No
Masculino,16-20,Casado(a),No,Breña,Postgrado,Primaria,6+,Mayormente dependiente,SIS,No,Ingeniería de Sistemas,1.0,4-5,10-12,No,4.0,1.0,1.0,4.0,No,Blanditiis sapiente recusandae officia ipsa fugit possimus.,No,Público,30-60 min,Sí,No,3.0,Sí,3.0,Alojado,500-1000,1000-2000,Sí,No,<10,No,5-10,No,Sí,Sí,No
Masculino,21-25,Soltero(a),No,Miraflores,Secundaria,Primaria,1-3,Minimamente dependiente,EsSalud,No,Ingeniería de Software,10.0,3,10-12,Sí,3.0,4.0,4.0,4.0,Sí,Magnam nemo consequuntur voluptatum sed occaecati quod similique laborum similique enim molestias porro.,,Público,30-60 min,Sí,Sí,2.0,Sí,4.0,,0,2000-4000,No,No,>20,No,5-10,Sí,Sí,No,Sí
Masculino,16-20,Soltero(a),No,San Luis,Secundaria,Primaria,4-5,Minimamente dependiente,SIS,No,Ingeniería de Software,10.0,4-5,10-12,No,2.0,4.0,2.0,4.0,Sí,,Yes,Privado,<30 min,Sí,Sí,3.0,Sí,2.0,Propia,<500,<1000,Sí,No,>20,Sí,>10,No,No,No,No
Masculino,21-25,Soltero(a),No,Pucusana,Universitario,Secundaria,,Mayormente dependiente,Privado,No,Ingeniería de Sistemas,1.0,4-5,13-15,No,4.0,5.0,4.0,3.0,Sí,Ab cumque quasi excepturi alias ab sit mollitia.,Yes,Público,<30 min,Sí,Sí,4.0,Sí,4.0,Propia,500-1000,1000-2000,No,No,<10,No,5-10,No,No,Sí,No
Masculino,16-20,Soltero(a),Sí,Villa María del Triunfo,Primaria,Secundaria,6+,Mayormente dependiente,Privado,No,Ingeniería de Software,3.0,4-5,10-12,No,3.0,3.0,4.0,5.0,No,Quasi excepturi quae explicabo laboriosam et suscipit error ducimus culpa.,No,Público,<30 min,Sí,Sí,2.0,No,1.0,Propia,0,1000-2000,No,,10-20,No,<5,No,No,Sí,Sí
Masculino,21-25,Soltero(a),No,Barranco,Secundaria,Universitario,6+,No dependo económicamente,Privado,No,Ingeniería de Software,9.0,4-5,13-15,No,5.0,2.0,3.0,2.0,No,Dolorem est cum neque pariatur necessitatibus vero neque occaecati nulla culpa pariatur exercitationem.,No,Público,<30 min,Sí,Sí,1.0,No,1.0,Alojado,0,1000-2000,No,Sí,,Sí,<5,No,,Sí,Sí
Femenino,16-20,Soltero(a),No,Ate,Secundaria,Secundaria,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Software,4.0,4-5,13-15,No,2.0,5.0,2.0,5.0,No,Iste dolor eligendi molestiae vel aspernatur laboriosam hic voluptatibus culpa tenetur autem.,No,Público,30-60 min,Sí,Sí,1.0,No,3.0,Alquilada,500-1000,<1000,No,Sí,<10,Sí,5-10,No,No,No,No
Masculino,21-25,Soltero(a),No,Punta Hermosa,Secundaria,Primaria,6+,Minimamente dependiente,EsSalud,No,Ingeniería de Software,2.0,4-5,10-12,No,3.0,2.0,4.0,3.0,Sí,Quod amet consequuntur mollitia reiciendis ad iusto quisquam itaque odio.,Yes,A pie,30-60 min,Sí,Sí,1.0,No,2.0,Propia,500-1000,1000-2000,No,No,<10,Sí,5-10,No,Sí,Sí,Sí
Femenino,16-20,,Sí,Carabayllo,Técnico,Primaria,,Totalmente dependiente,EsSalud,No,Ingeniería de Software,4.0,6 o más,13-15,Sí,3.0,3.0,5.0,4.0,No,Temporibus animi cupiditate quae optio quisquam non alias qui repellendus vitae accusantium minus quis.,No,Público,>1 h,Sí,Sí,3.0,No,4.0,Alojado,0,<1000,No,No,<10,No,<5,No,No,No,Sí
Masculino,21-25,Casado(a),No,Pucusana,Primaria,Universitario,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,9.0,4-5,10-12,No,3.0,4.0,4.0,3.0,No,Iure dolor nisi assumenda ratione optio.,No,Público,<30 min,Sí,Sí,5.0,No,2.0,Propia,500-1000,1000-2000,No,Sí,<10,Sí,<5,No,Sí,No,
Femenino,30+,Soltero(a),Sí,Chaclacayo,Postgrado,Universitario,1-3,Totalmente dependiente,SIS,Sí,Ingeniería de Sistemas,9.0,4-5,13-15,Sí,4.0,4.0,2.0,3.0,No,Ratione quos adipisci architecto libero est voluptatibus sapiente architecto autem adipisci quo nemo voluptas.,No,Público,30-60 min,No,Sí,3.0,Sí,1.0,Propia,0,<1000,No,Sí,10-20,Sí,<5,No,Sí,No,Sí
Masculino,21-25,Soltero(a),No,Ancón,Secundaria,Secundaria,1-3,No dependo económicamente,SIS,No,Ingeniería de Sistemas,10.0,3,16+,No,3.0,3.0,5.0,1.0,No,Quidem dignissimos occaecati earum non voluptatibus placeat quibusdam.,No,Público,,Sí,,3.0,Sí,3.0,Propia,0,<1000,No,No,<10,No,5-10,No,Sí,No,Sí
Masculino,16-20,Casado(a),No,Lima Cercado,Primaria,Secundaria,,Totalmente dependiente,EsSalud,No,Ingeniería de Software,3.0,6 o más,13-15,Sí,4.0,3.0,4.0,2.0,Sí,Recusandae quod soluta vitae consequuntur nemo ipsa deleniti deserunt distinctio eveniet.,Yes,A pie,30-60 min,Sí,Sí,3.0,No,1.0,Propia,0,1000-2000,No,Sí,10-20,,<5,No,No,No,Sí
Masculino,16-20,Soltero(a),No,Lince,Primaria,Universitario,4-5,Mayormente dependiente,Ninguno,No,Ingeniería de Sistemas,10.0,4-5,13-15,No,3.0,3.0,,4.0,No,Ipsa explicabo ratione saepe quis corporis alias molestias cupiditate.,No,Público,30-60 min,,Sí,3.0,No,1.0,Propia,0,2000-4000,No,No,<10,No,<5,No,Sí,Sí,No
,16-20,Casado(a),No,La Victoria,Secundaria,Primaria,4-5,Parcialmente dependiente,SIS,No,Ingeniería de Sistemas,2.0,4-5,13-15,No,4.0,4.0,2.0,2.0,No,Ea officiis animi ex laboriosam neque eligendi ab.,No,Público,>1 h,Sí,Sí,2.0,No,2.0,Alquilada,0,1000-2000,No,No,10-20,No,5-10,No,Sí,Sí,Sí
Femenino,21-25,Soltero(a),No,San Miguel,Universitario,Universitario,4-5,Mayormente dependiente,Privado,Sí,Ingeniería de Software,8.0,3,10-12,Sí,4.0,2.0,3.0,2.0,No,Sint deleniti provident beatae aspernatur expedita consequatur perspiciatis non soluta doloremque culpa excepturi.,No,Privado,30-60 min,Sí,No,2.0,No,3.0,Residencia,500-1000,1000-2000,No,Sí,10-20,No,5-10,No,No,Sí,Sí
Masculino,21-25,Soltero(a),No,Barranco,Secundaria,Secundaria,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Software,9.0,4-5,16+,Sí,4.0,4.0,1.0,4.0,Sí,Repellat a exercitationem magni sed cupiditate quod voluptatibus illum asperiores.,Yes,Público,30-60 min,Sí,Sí,2.0,No,3.0,Propia,>1000,>4000,No,No,<10,No,<5,No,Sí,Sí,No
Masculino,26-30,Soltero(a),No,San Juan de Lurigancho,Universitario,Primaria,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Sistemas,9.0,4-5,13-15,Sí,3.0,2.0,4.0,1.0,No,Omnis nostrum tempore velit nobis voluptate adipisci.,No,Público,>1 h,Sí,Sí,4.0,Sí,4.0,Alquilada,0,1000-2000,No,No,<10,Sí,<5,No,No,Sí,No
Masculino,16-20,Casado(a),No,Independencia,Técnico,Secundaria,1-3,Minimamente dependiente,SIS,No,Ingeniería de Software,5.0,4-5,10-12,Sí,4.0,4.0,4.0,1.0,No,Laborum dolore asperiores consequatur dolores ipsa adipisci voluptas temporibus laudantium qui atque.,No,Público,30-60 min,Sí,No,2.0,No,3.0,Propia,0,>4000,No,Sí,<10,Sí,,No,No,No,No
Masculino,21-25,Soltero(a),No,Lurigancho,Primaria,Secundaria,4-5,Totalmente dependiente,,No,Ingeniería de Software,8.0,4-5,13-15,Sí,5.0,3.0,3.0,4.0,No,Doloremque a saepe rem est odio exercitationem excepturi exercitationem.,No,Privado,>1 h,Sí,No,3.0,Sí,1.0,Alojado,<500,1000-2000,No,No,10-20,No,5-10,No,No,No,Sí
Masculino,26-30,Soltero(a),No,Santiago de Surco,Primaria,Secundaria,6+,Minimamente dependiente,SIS,No,Ingeniería de Sistemas,2.0,4-5,10-12,Sí,5.0,3.0,3.0,3.0,No,Voluptatem rem quisquam vel dolorem nulla recusandae possimus sit maiores.,No,A pie,<30 min,Sí,No,2.0,No,4.0,Alquilada,500-1000,2000-4000,No,Sí,>20,No,<5,No,No,No,No
Masculino,21-25,,No,Los Olivos,Postgrado,Primaria,1-3,Mayormente dependiente,SIS,Sí,Ingeniería de Software,8.0,4-5,16+,Sí,4.0,5.0,4.0,3.0,No,Fugiat debitis harum iusto expedita praesentium reiciendis commodi natus quaerat harum dolores illum.,No,Privado,30-60 min,Sí,Sí,1.0,,2.0,Propia,0,2000-4000,No,No,10-20,No,<5,No,No,No,Sí
Masculino,21-25,Soltero(a),No,Santa Rosa,Secundaria,Primaria,1-3,Totalmente dependiente,Privado,No,Ingeniería de Software,1.0,4-5,10-12,Sí,4.0,4.0,3.0,5.0,No,Consequatur quas sed minus incidunt maxime minima quo.,No,Público,30-60 min,Sí,Sí,3.0,No,2.0,Alquilada,>1000,,No,No,>20,Sí,<5,No,No,No,Sí
Masculino,30+,Otro,No,Villa El Salvador,Secundaria,Postgrado,1-3,No dependo económicamente,Privado,No,Ingeniería de Sistemas,5.0,4-5,13-15,Sí,4.0,4.0,5.0,4.0,Sí,Voluptas maiores quod libero est repellendus quidem assumenda minima aut.,Yes,A pie,30-60 min,Sí,No,4.0,No,3.0,Alojado,0,>4000,Sí,No,<10,No,<5,No,Sí,No,Sí
Masculino,21-25,Divorciado(a),No,Pucusana,Secundaria,Secundaria,4-5,Totalmente dependiente,EsSalud,Sí,Ingeniería de Sistemas,8.0,4-5,13-15,No,4.0,4.0,3.0,2.0,Sí,Esse quidem laborum deserunt hic natus non vel fugit nostrum minus magni.,Yes,Público,<30 min,Sí,Sí,4.0,Sí,4.0,Propia,>1000,2000-4000,No,Sí,10-20,No,<5,No,Sí,Sí,Sí
Masculino,21-25,Soltero(a),No,,Secundaria,Secundaria,1-3,Minimamente dependiente,EsSalud,No,Ingeniería de Sistemas,2.0,3,13-15,,5.0,4.0,4.0,4.0,Sí,Iure saepe harum dolorem libero quasi quod.,Yes,A pie,<30 min,Sí,,3.0,No,1.0,Residencia,0,1000-2000,Sí,Sí,<10,Sí,<5,No,No,Sí,No
Masculino,16-20,Soltero(a),No,San Martín de Porres,Secundaria,Secundaria,6+,Mayormente dependiente,SIS,No,Ingeniería de Software,7.0,4-5,<10,Sí,3.0,2.0,4.0,3.0,No,Itaque ipsum pariatur veritatis quidem corporis.,No,Privado,>1 h,Sí,Sí,,No,4.0,Alojado,<500,<1000,Sí,Sí,10-20,Sí,<5,No,Sí,Sí,No
,16-20,Soltero(a),No,Ancón,Secundaria,Secundaria,6+,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,3.0,6 o más,13-15,No,3.0,1.0,4.0,1.0,No,Occaecati iste eum tenetur vero in voluptate laboriosam assumenda.,No,Público,30-60 min,Sí,Sí,4.0,No,3.0,,0,<1000,No,No,10-20,No,5-10,No,No,Sí,No
Masculino,21-25,Soltero(a),No,San Juan de Lurigancho,Técnico,Secundaria,4-5,Totalmente dependiente,Ninguno,No,Ingeniería de Sistemas,5.0,4-5,10-12,Sí,5.0,2.0,4.0,3.0,No,Maiores repellat maiores voluptatem ad praesentium quis.,No,Público,<30 min,Sí,Sí,2.0,No,3.0,Alquilada,<500,1000-2000,No,No,10-20,No,<5,No,No,No,No
Masculino,26-30,Soltero(a),No,San Miguel,Técnico,Secundaria,6+,No dependo económicamente,SIS,No,Ingeniería de Software,2.0,4-5,13-15,No,3.0,4.0,5.0,5.0,No,Labore necessitatibus fugit neque laudantium dolor id.,No,Público,30-60 min,Sí,No,1.0,No,1.0,Residencia,0,1000-2000,Sí,No,<10,Sí,<5,No,No,No,No
Masculino,26-30,Soltero(a),No,Chorrillos,Secundaria,Técnico,1-3,Parcialmente dependiente,Ninguno,No,,8.0,4-5,<10,Sí,4.0,4.0,3.0,3.0,No,Enim optio unde facilis id fugit aut sequi inventore asperiores enim.,No,Público,>1 h,Sí,Sí,2.0,No,4.0,Alquilada,0,<1000,No,No,>20,No,<5,No,Sí,No,Sí
Femenino,16-20,Soltero(a),No,San Miguel,Universitario,Secundaria,1-3,Minimamente dependiente,EsSalud,No,Ingeniería de Software,3.0,4-5,16+,Sí,5.0,3.0,4.0,4.0,Sí,Aliquid fugit optio quasi incidunt inventore praesentium laborum voluptas beatae.,Yes,Privado,>1 h,Sí,Sí,4.0,No,2.0,Propia,0,2000-4000,No,No,<10,Sí,5-10,No,No,Sí,Sí
Masculino,16-20,Soltero(a),No,Pachacámac,Secundaria,Primaria,6+,Parcialmente dependiente,SIS,No,Ingeniería de Sistemas,1.0,4-5,10-12,No,5.0,5.0,,1.0,No,Quod debitis similique aliquam iure officiis deleniti sed quisquam adipisci animi sed temporibus.,No,Público,30-60 min,Sí,Sí,1.0,No,4.0,Alquilada,0,<1000,No,Sí,<10,,<5,No,Sí,No,No
Masculino,26-30,Divorciado(a),No,San Martín de Porres,Primaria,Postgrado,1-3,Parcialmente dependiente,SIS,Sí,Ingeniería de Software,10.0,4-5,<10,No,1.0,3.0,4.0,3.0,No,Illum corrupti natus quia vitae minus architecto ipsam atque minus mollitia omnis.,No,Privado,30-60 min,Sí,No,1.0,No,3.0,Alquilada,0,1000-2000,No,Sí,>20,No,<5,No,No,Sí,Sí
Masculino,21-25,Soltero(a),No,La Molina,Universitario,Primaria,4-5,Totalmente dependiente,SIS,No,Ingeniería de Sistemas,3.0,6 o más,10-12,Sí,4.0,2.0,4.0,1.0,No,Aliquam dolorem repellat architecto totam corporis laudantium quam.,No,Público,<30 min,Sí,Sí,3.0,Sí,5.0,,0,<1000,No,Sí,<10,No,5-10,No,No,Sí,Sí
Masculino,16-20,Divorciado(a),No,Independencia,Secundaria,Secundaria,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,2.0,3,10-12,No,3.0,3.0,5.0,3.0,No,Non qui eos et odit reiciendis.,No,A pie,<30 min,Sí,Sí,1.0,No,3.0,Alquilada,500-1000,1000-2000,No,No,<10,Sí,5-10,No,,Sí,Sí
Masculino,21-25,Soltero(a),No,San Martín de Porres,Técnico,Universitario,4-5,Parcialmente dependiente,Ninguno,Sí,Ingeniería de Software,5.0,6 o más,13-15,Sí,3.0,2.0,1.0,5.0,No,Dolorem accusamus eius voluptatem possimus non rem neque sed dolores cupiditate.,No,A pie,30-60 min,Sí,Sí,1.0,Sí,3.0,Alquilada,0,1000-2000,No,Sí,>20,No,>10,No,Sí,No,Sí
Masculino,30+,Soltero(a),No,,Primaria,Secundaria,6+,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,7.0,6 o más,16+,Sí,5.0,4.0,3.0,3.0,No,Ipsam dicta inventore incidunt itaque eaque suscipit tempore enim eveniet.,No,Público,>1 h,Sí,Sí,4.0,No,2.0,Propia,0,2000-4000,Sí,Sí,>20,No,5-10,No,Sí,Sí,No
Masculino,21-25,Soltero(a),No,Surquillo,Secundaria,Secundaria,4-5,No dependo económicamente,EsSalud,No,Ingeniería de Software,2.0,6 o más,16+,No,4.0,2.0,4.0,1.0,No,Incidunt exercitationem architecto corrupti cumque explicabo dolor alias vitae sed eos minima.,No,Público,>1 h,Sí,No,,Sí,3.0,Residencia,0,>4000,No,Sí,10-20,Sí,5-10,No,No,Sí,Sí
Masculino,16-20,Casado(a),No,Chaclacayo,Secundaria,Secundaria,4-5,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,8.0,4-5,,No,4.0,1.0,4.0,3.0,No,Dolores numquam ipsum quos repudiandae a tempore nihil consequatur expedita architecto molestiae.,No,Público,<30 min,Sí,Sí,3.0,No,3.0,Alojado,0,1000-2000,No,No,>20,Sí,<5,No,Sí,No,No
Masculino,16-20,Otro,No,San Bartolo,Secundaria,Secundaria,6+,Totalmente dependiente,EsSalud,No,Ingeniería de Software,5.0,4-5,13-15,No,2.0,3.0,3.0,5.0,No,Excepturi reprehenderit dolorum quam maiores quasi maxime impedit corrupti corrupti officia explicabo.,No,Público,<30 min,Sí,,2.0,No,4.0,Alojado,0,,No,Sí,<10,Sí,5-10,No,Sí,Sí,No
Masculino,26-30,Soltero(a),No,Pueblo Libre,Primaria,Secundaria,1-3,No dependo económicamente,SIS,Sí,Ingeniería de Software,5.0,3,10-12,Sí,5.0,1.0,4.0,4.0,No,Odio earum quasi fugiat id quis iure nemo eligendi.,No,Público,30-60 min,,No,1.0,No,3.0,Alquilada,0,2000-4000,Sí,No,10-20,Sí,5-10,No,No,Sí,Sí
Masculino,16-20,Soltero(a),No,Independencia,Técnico,Secundaria,1-3,No dependo económicamente,EsSalud,No,Ingeniería de Software,3.0,6 o más,13-15,Sí,3.0,4.0,4.0,2.0,No,Provident ex nam adipisci fugit odio molestias illo blanditiis corrupti placeat placeat.,No,Público,30-60 min,Sí,No,3.0,No,2.0,Propia,0,2000-4000,Sí,No,<10,No,5-10,No,Sí,No,No
Masculino,16-20,Soltero(a),No,Santiago de Surco,Primaria,Primaria,1-3,No dependo económicamente,EsSalud,No,Ingeniería de Sistemas,9.0,6 o más,13-15,,4.0,4.0,1.0,2.0,No,,No,Público,<30 min,Sí,Sí,2.0,,4.0,Alojado,0,2000-4000,No,No,10-20,Sí,5-10,Sí,No,Sí,No
Masculino,16-20,Soltero(a),No,Punta Negra,Secundaria,Primaria,1-3,Mayormente dependiente,SIS,No,Ingeniería de Software,10.0,4-5,10-12,No,5.0,5.0,3.0,1.0,No,Perferendis culpa quisquam quos explicabo soluta cum.,No,Público,30-60 min,Sí,Sí,2.0,Sí,4.0,Alquilada,0,<1000,No,Sí,>20,Sí,5-10,No,No,,Sí
Masculino,16-20,Soltero(a),No,Surquillo,Técnico,Primaria,1-3,No dependo económicamente,SIS,No,Ingeniería de Software,10.0,,13-15,No,3.0,3.0,2.0,2.0,No,Praesentium quasi a dolores sed totam eius eius dicta molestias aliquam iusto blanditiis unde.,No,Público,<30 min,No,Sí,1.0,No,,Alquilada,<500,<1000,No,Sí,<10,Sí,5-10,No,Sí,Sí,No
Femenino,16-20,Divorciado(a),No,Lurigancho,Primaria,Postgrado,4-5,No dependo económicamente,SIS,No,Ingeniería de Sistemas,2.0,4-5,16+,Sí,5.0,,2.0,4.0,No,A ad aspernatur harum a neque.,No,Público,<30 min,Sí,Sí,,Sí,3.0,Propia,0,<1000,No,Sí,<10,Sí,<5,Sí,Sí,No,No
Femenino,16-20,Casado(a),No,San Martín de Porres,Secundaria,Primaria,4-5,Parcialmente dependiente,SIS,No,Ingeniería de Software,2.0,4-5,10-12,No,5.0,4.0,2.0,4.0,No,Sequi doloremque nulla corporis quo pariatur repellendus debitis alias explicabo.,No,Público,30-60 min,Sí,Sí,3.0,Sí,1.0,Alquilada,0,2000-4000,No,Sí,<10,Sí,<5,No,No,No,No
Masculino,,Soltero(a),No,San Miguel,Postgrado,Primaria,4-5,Parcialmente dependiente,,Sí,Ingeniería de Sistemas,1.0,4-5,13-15,Sí,3.0,4.0,3.0,2.0,No,Eaque aliquid saepe dolorem explicabo temporibus error beatae facilis incidunt dolore molestiae libero.,No,Público,<30 min,Sí,Sí,1.0,No,1.0,Alojado,<500,1000-2000,No,Sí,<10,No,5-10,No,No,,Sí
Femenino,26-30,Soltero(a),No,San Miguel,Primaria,Técnico,1-3,Mayormente dependiente,SIS,No,Ingeniería de Sistemas,1.0,4-5,13-15,No,4.0,3.0,2.0,4.0,Sí,Placeat tenetur dignissimos ipsam molestiae modi magni praesentium.,Yes,Público,>1 h,Sí,Sí,1.0,Sí,4.0,Alojado,0,1000-2000,No,No,>20,Sí,>10,No,No,Sí,Sí
